filepath,condition,mos,dataset,split
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04076_chp_0003_reader_00867_35_seg_live_phone_237.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04076_chp_0003_reader_00867_35_seg_live_skype_237.wav,Skype,1.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04080_chp_0056_reader_09957_33_seg_live_phone_238.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04080_chp_0056_reader_09957_33_seg_live_skype_238.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04102_chp_0008_reader_08573_27_seg_live_phone_239.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04102_chp_0008_reader_08573_27_seg_live_skype_239.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04106_chp_0003_reader_06930_18_seg_live_phone_240.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04106_chp_0003_reader_06930_18_seg_live_skype_240.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04113_chp_0008_reader_11052_1_seg_live_phone_241.wav,VoIP-landline to mobile,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04113_chp_0008_reader_11052_1_seg_live_skype_241.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04113_chp_0013_reader_10907_29_seg_live_phone_242.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04113_chp_0013_reader_10907_29_seg_live_skype_242.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04265_chp_0017_reader_08972_89_seg_live_phone_244.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04265_chp_0017_reader_08972_89_seg_live_skype_244.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04269_chp_0038_reader_08993_0_seg_live_phone_245.wav,VoIP-landline to mobile,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04269_chp_0038_reader_08993_0_seg_live_skype_245.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04283_chp_0028_reader_09698_11_seg_live_phone_246.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04283_chp_0028_reader_09698_11_seg_live_skype_246.wav,Skype,2.57142857142857,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04283_chp_0054_reader_09446_27_seg_live_phone_247.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04283_chp_0054_reader_09446_27_seg_live_skype_247.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04288_chp_0041_reader_04020_4_seg_live_skype_248.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04303_chp_0017_reader_01116_49_seg_live_skype_250.wav,Skype,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04308_chp_0054_reader_10423_8_seg_live_skype_251.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04362_chp_0019_reader_07813_8_seg_live_skype_253.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04408_chp_0018_reader_08164_30_seg_live_skype_255.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04426_chp_0008_reader_06681_1_seg_live_skype_256.wav,Skype,3.22222222222222,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04432_chp_0002_reader_10614_30_seg_live_skype_257.wav,Skype,3.3333333333333304,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04456_chp_0001_reader_05449_4_seg_live_skype_258.wav,Skype,3.125,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04466_chp_0014_reader_10811_24_seg_live_skype_259.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04466_chp_0014_reader_10811_27_seg_live_phone_260.wav,VoIP-landline to mobile,2.125,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04466_chp_0014_reader_10811_27_seg_live_skype_260.wav,Skype,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04474_chp_0009_reader_06618_2_seg_live_phone_263.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04474_chp_0009_reader_06618_2_seg_live_skype_263.wav,Skype,3.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04486_chp_0049_reader_07155_2_seg_live_phone_265.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04486_chp_0049_reader_07155_2_seg_live_skype_265.wav,Skype,3.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04595_chp_0010_reader_02624_27_seg_live_phone_266.wav,VoIP-landline to mobile,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04595_chp_0010_reader_02624_27_seg_live_skype_266.wav,Skype,3.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04633_chp_0004_reader_02118_0_seg_live_phone_268.wav,VoIP-landline to mobile,3.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04633_chp_0004_reader_02118_0_seg_live_skype_268.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04648_chp_0018_reader_07989_19_seg_live_phone_269.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04648_chp_0018_reader_07989_19_seg_live_skype_269.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04704_chp_0019_reader_10494_20_seg_live_phone_270.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04704_chp_0019_reader_10494_20_seg_live_skype_270.wav,Skype,3.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04723_chp_0001_reader_11431_23_seg_live_phone_271.wav,VoIP-landline to mobile,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04723_chp_0001_reader_11431_23_seg_live_skype_271.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04733_chp_0031_reader_10929_10_seg_live_phone_272.wav,VoIP-landline to mobile,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04733_chp_0031_reader_10929_10_seg_live_skype_272.wav,Skype,4.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04757_chp_0044_reader_08858_10_seg_live_phone_274.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04757_chp_0044_reader_08858_10_seg_live_skype_274.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04822_chp_0012_reader_05684_6_seg_live_phone_275.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04822_chp_0012_reader_05684_6_seg_live_skype_275.wav,Skype,1.88888888888889,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04847_chp_0034_reader_01685_4_seg_live_phone_276.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04847_chp_0034_reader_01685_4_seg_live_skype_276.wav,Skype,1.57142857142857,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04849_chp_0039_reader_00141_18_seg_live_phone_278.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04849_chp_0039_reader_00141_18_seg_live_skype_278.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04850_chp_0003_reader_08264_17_seg_live_phone_279.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04850_chp_0003_reader_08264_17_seg_live_skype_279.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04881_chp_0017_reader_06449_58_seg_live_phone_280.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04881_chp_0017_reader_06449_58_seg_live_skype_280.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04894_chp_0019_reader_08665_2_seg_live_phone_281.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04894_chp_0019_reader_08665_2_seg_live_skype_281.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04905_chp_0020_reader_09120_18_seg_live_phone_282.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04905_chp_0020_reader_09120_18_seg_live_skype_282.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04939_chp_0006_reader_02069_28_seg_live_phone_283.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04939_chp_0006_reader_02069_28_seg_live_skype_283.wav,Skype,2.1666666666666696,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04939_chp_0009_reader_03954_51_seg_live_phone_284.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04939_chp_0009_reader_03954_51_seg_live_skype_284.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04961_chp_0010_reader_05897_16_seg_live_phone_285.wav,VoIP-landline to mobile,1.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04961_chp_0010_reader_05897_16_seg_live_skype_285.wav,Skype,2.75,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04970_chp_0050_reader_04178_1_seg_live_phone_286.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04970_chp_0050_reader_04178_1_seg_live_skype_286.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04984_chp_0026_reader_04213_0_seg_live_phone_287.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04984_chp_0026_reader_04213_0_seg_live_skype_287.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04991_chp_0002_reader_00866_21_seg_live_phone_288.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04991_chp_0002_reader_00866_21_seg_live_skype_288.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04991_chp_0003_reader_03341_63_seg_live_phone_289.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04991_chp_0003_reader_03341_63_seg_live_skype_289.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05012_chp_0003_reader_10161_4_seg_live_phone_290.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05012_chp_0003_reader_10161_4_seg_live_skype_290.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05018_chp_0002_reader_10145_7_seg_live_phone_291.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05018_chp_0002_reader_10145_7_seg_live_skype_291.wav,Skype,2.71428571428571,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05046_chp_0053_reader_01465_0_seg_live_phone_292.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05046_chp_0053_reader_01465_0_seg_live_skype_292.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05055_chp_0014_reader_09841_6_seg_live_phone_293.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05055_chp_0014_reader_09841_6_seg_live_skype_293.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05063_chp_0004_reader_11048_36_seg_live_phone_294.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05063_chp_0004_reader_11048_36_seg_live_skype_294.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05084_chp_0007_reader_03718_7_seg_live_phone_295.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05084_chp_0007_reader_03718_7_seg_live_skype_295.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05094_chp_0008_reader_06918_5_seg_live_phone_296.wav,VoIP-landline to mobile,1.42857142857143,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05094_chp_0008_reader_06918_5_seg_live_skype_296.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05144_chp_0005_reader_04040_76_seg_live_phone_297.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05144_chp_0005_reader_04040_76_seg_live_skype_297.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05228_chp_0012_reader_05638_15_seg_live_phone_299.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05228_chp_0012_reader_05638_15_seg_live_skype_299.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05231_chp_0010_reader_09956_1_seg_live_phone_300.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05231_chp_0010_reader_09956_1_seg_live_skype_300.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05255_chp_0008_reader_00003_1_seg_live_phone_302.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05255_chp_0008_reader_00003_1_seg_live_skype_302.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05266_chp_0029_reader_03268_5_seg_live_phone_303.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05266_chp_0029_reader_03268_5_seg_live_skype_303.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05327_chp_0003_reader_08089_7_seg_live_phone_304.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05327_chp_0003_reader_08089_7_seg_live_skype_304.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05339_chp_0016_reader_08805_29_seg_live_phone_305.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05339_chp_0016_reader_08805_29_seg_live_skype_305.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05361_chp_0007_reader_00402_6_seg_live_phone_306.wav,VoIP-landline to mobile,1.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05361_chp_0007_reader_00402_6_seg_live_skype_306.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05365_chp_0008_reader_05613_6_seg_live_phone_307.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05365_chp_0008_reader_05613_6_seg_live_skype_307.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05401_chp_0001_reader_09652_21_seg_live_phone_309.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05401_chp_0001_reader_09652_21_seg_live_skype_309.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05424_chp_0011_reader_10411_0_seg_live_phone_310.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05424_chp_0011_reader_10411_0_seg_live_skype_310.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05430_chp_0012_reader_05494_9_seg_live_phone_311.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05430_chp_0012_reader_05494_9_seg_live_skype_311.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05506_chp_0032_reader_11205_12_seg_live_phone_312.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05506_chp_0032_reader_11205_12_seg_live_skype_312.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05542_chp_0007_reader_00785_18_seg_live_phone_313.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05542_chp_0007_reader_00785_18_seg_live_skype_313.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05542_chp_0007_reader_00785_55_seg_live_phone_314.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05542_chp_0007_reader_00785_55_seg_live_skype_314.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05551_chp_0005_reader_09858_34_seg_live_phone_315.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05551_chp_0005_reader_09858_34_seg_live_skype_315.wav,Skype,2.75,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05608_chp_0071_reader_02177_10_seg_live_phone_316.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05608_chp_0071_reader_02177_10_seg_live_skype_316.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05677_chp_0004_reader_02854_33_seg_live_phone_319.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05677_chp_0004_reader_02854_33_seg_live_skype_319.wav,Skype,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05681_chp_0018_reader_08378_4_seg_live_phone_320.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05681_chp_0018_reader_08378_4_seg_live_skype_320.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05689_chp_0012_reader_05270_0_seg_live_phone_321.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05689_chp_0012_reader_05270_0_seg_live_skype_321.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05715_chp_0004_reader_01498_9_seg_live_phone_322.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05715_chp_0004_reader_01498_9_seg_live_skype_322.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05779_chp_0004_reader_00975_48_seg_live_phone_323.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05779_chp_0004_reader_00975_48_seg_live_skype_323.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05779_chp_0033_reader_09174_31_seg_live_phone_324.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05779_chp_0033_reader_09174_31_seg_live_skype_324.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05804_chp_0009_reader_05814_3_seg_live_phone_325.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05804_chp_0009_reader_05814_3_seg_live_skype_325.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05813_chp_0012_reader_10236_14_seg_live_phone_326.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05813_chp_0012_reader_10236_14_seg_live_skype_326.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05837_chp_0018_reader_08948_52_seg_live_phone_327.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05837_chp_0018_reader_08948_52_seg_live_skype_327.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05845_chp_0019_reader_08702_48_seg_live_phone_328.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05845_chp_0019_reader_08702_48_seg_live_skype_328.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05914_chp_0016_reader_08294_2_seg_live_phone_330.wav,VoIP-landline to mobile,1.33333333333333,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05914_chp_0016_reader_08294_2_seg_live_skype_330.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05924_chp_0008_reader_05011_68_seg_live_phone_331.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05924_chp_0008_reader_05011_68_seg_live_skype_331.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05980_chp_0000_reader_01417_14_seg_live_phone_332.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_05980_chp_0000_reader_01417_14_seg_live_skype_332.wav,Skype,2.6,nisqa_train_live,calibration
